IncidntNum,Category,Descript,DayOfWeek,Date,Time,PdDistrict,Resolution,Address,X,Y,Location
156235618,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,9/22/2015,19:30,SOUTHERN,NONE,400 Block of 11TH ST,-122.4117394,37.76996983,(37.7699698251811/ -122.411739360983)
150833577,VANDALISM,MALICIOUS MISCHIEF/ VANDALISM OF VEHICLES,Tuesday,9/22/2015,19:30,SOUTHERN,NONE,11TH ST / HARRISON ST,-122.4124833,37.77063059,(37.7706305910776/ -122.41248326348)
150833470,ASSAULT,CHILD ABUSE (PHYSICAL),Tuesday,9/22/2015,19:28,BAYVIEW,NONE,3RD ST / CARROLL AV,-122.394244,37.72547741,(37.7254774122474/ -122.394243989326)
150833470,OTHER OFFENSES,VIOLATION OF RESTRAINING ORDER,Tuesday,9/22/2015,19:28,BAYVIEW,NONE,3RD ST / CARROLL AV,-122.394244,37.72547741,(37.7254774122474/ -122.394243989326)
156238383,VANDALISM,MALICIOUS MISCHIEF/ VANDALISM,Tuesday,9/22/2015,19:20,SOUTHERN,NONE,400 Block of 11TH ST,-122.4117394,37.76996983,(37.7699698251811/ -122.411739360983)
156234745,VANDALISM,MALICIOUS MISCHIEF/ VANDALISM,Tuesday,9/22/2015,19:20,SOUTHERN,NONE,THE EMBARCADEROSOUTH ST / MISSION ST,-122.3925038,37.79376877,(37.7937687651057/ -122.392503809251)
156235185,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Tuesday,9/22/2015,19:15,TARAVAL,NONE,3200 Block of 20TH AV,-122.4756475,37.72852806,(37.7285280627465/ -122.475647460786)
156246671,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,9/22/2015,19:10,SOUTHERN,NONE,400 Block of 10TH ST,-122.4105412,37.77091306,(37.7709130566165/ -122.410541166987)
150833464,LARCENY/THEFT,GRAND THEFT BICYCLE,Tuesday,9/22/2015,19:10,NORTHERN,NONE,2000 Block of CHESTNUT ST,-122.4367758,37.8006947,(37.8006947037442/ -122.436775838314)
150843714,NON-CRIMINAL,LICENSE PLATE/ FOUND,Tuesday,9/22/2015,19:00,BAYVIEW,NONE,EGBERT AV / 3RD ST,-122.3949285,37.72397482,(37.7239748241609/ -122.3949284758)
150834393,BURGLARY,BURGLARY OF WAREHOUSE/ FORCIBLE ENTRY,Tuesday,9/22/2015,19:00,BAYVIEW,NONE,1600 Block of EVANS AV,-122.3893692,37.74356815,(37.7435681500455/ -122.38936916528)
156235486,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Tuesday,9/22/2015,19:00,TARAVAL,NONE,2600 Block of 46TH AV,-122.5043613,37.73709551,(37.7370955085743/ -122.504361268704)
156234795,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,9/22/2015,19:00,NORTHERN,NONE,OFARRELL ST / FRANKLIN ST,-122.4228408,37.78454554,(37.7845455355216/ -122.422840794653)
150835056,VEHICLE THEFT,STOLEN TRUCK,Tuesday,9/22/2015,19:00,BAYVIEW,NONE,1600 Block of QUESADA AV,-122.3903981,37.73281025,(37.7328102523246/ -122.390398090335)
156238242,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Tuesday,9/22/2015,19:00,PARK,NONE,EDDY ST / SCOTT ST,-122.4372626,37.78080163,(37.7808016285055/ -122.437262577518)
150833339,OTHER OFFENSES,DRIVERS LICENSE/ SUSPENDED OR REVOKED,Tuesday,9/22/2015,18:53,BAYVIEW,ARREST/ BOOKED,UNDERWOOD AV / LANE ST,-122.3918533,37.72978729,(37.7297872912873/ -122.391853305122)
150833373,ASSAULT,CHILD ABUSE (PHYSICAL),Tuesday,9/22/2015,18:46,BAYVIEW,NONE,0 Block of HARBOR RD,-122.378268,37.73238073,(37.7323807302226/ -122.378268018481)
150833373,ASSAULT,BATTERY,Tuesday,9/22/2015,18:46,BAYVIEW,NONE,0 Block of HARBOR RD,-122.378268,37.73238073,(37.7323807302226/ -122.378268018481)
150833373,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Tuesday,9/22/2015,18:46,BAYVIEW,NONE,0 Block of HARBOR RD,-122.378268,37.73238073,(37.7323807302226/ -122.378268018481)
150834280,BURGLARY,BURGLARY OF APARTMENT HOUSE/ FORCIBLE ENTRY,Tuesday,9/22/2015,18:35,MISSION,NONE,1400 Block of GUERRERO ST,-122.4226537,37.74838308,(37.7483830829847/ -122.422653714835)
150833301,VANDALISM,MALICIOUS MISCHIEF/ VANDALISM OF VEHICLES,Tuesday,9/22/2015,18:30,SOUTHERN,NONE,800 Block of MISSION ST,-122.4053955,37.78351007,(37.7835100715421/ -122.405395493939)
150835642,BURGLARY,BURGLARY OF FLAT/ FORCIBLE ENTRY,Tuesday,9/22/2015,18:30,RICHMOND,NONE,3100 Block of CLEMENT ST,-122.492917,37.78159664,(37.7815966400474/ -122.492917008259)
150833765,BURGLARY,BURGLARY OF RESIDENCE/ ATTEMPTED FORCIBLE ENTRY,Tuesday,9/22/2015,18:30,MISSION,NONE,3700 Block of 26TH ST,-122.4231593,37.74868488,(37.7486848847021/ -122.423159266469)
156236503,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Tuesday,9/22/2015,18:30,RICHMOND,NONE,1000 Block of POINTLOBOS AV,-122.5136421,37.77846922,(37.7784692199467/ -122.513642064265)
150836474,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Tuesday,9/22/2015,18:30,INGLESIDE,NONE,0 Block of ARGONAUT AV,-122.413526,37.71058511,(37.7105851075344/ -122.413525989418)
150833323,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Tuesday,9/22/2015,18:18,SOUTHERN,NONE,1000 Block of HOWARD ST,-122.408625,37.77865794,(37.7786579385852/ -122.408625030829)
150834672,BURGLARY,BURGLARY/ UNLAWFUL ENTRY,Tuesday,9/22/2015,18:15,CENTRAL,NONE,700 Block of GREENWICH ST,-122.4120731,37.80193449,(37.8019344945674/ -122.412073111777)
150834694,BURGLARY,BURGLARY/ UNLAWFUL ENTRY,Tuesday,9/22/2015,18:15,CENTRAL,NONE,700 Block of GREENWICH ST,-122.4120731,37.80193449,(37.8019344945674/ -122.412073111777)
156235624,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,9/22/2015,18:15,SOUTHERN,NONE,400 Block of 10TH ST,-122.4105412,37.77091306,(37.7709130566165/ -122.410541166987)
150833210,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Tuesday,9/22/2015,18:13,CENTRAL,ARREST/ BOOKED,200 Block of JEFFERSON ST,-122.4166294,37.80805748,(37.8080574789267/ -122.416629414907)
150833282,ASSAULT,BATTERY,Tuesday,9/22/2015,18:10,CENTRAL,NONE,400 Block of BAY ST,-122.4144491,37.80557018,(37.8055701762625/ -122.414449135147)
150833282,SECONDARY CODES,PREJUDICE-BASED INCIDENT,Tuesday,9/22/2015,18:10,CENTRAL,NONE,400 Block of BAY ST,-122.4144491,37.80557018,(37.8055701762625/ -122.414449135147)
150833232,OTHER OFFENSES,RESISTING ARREST,Tuesday,9/22/2015,18:07,TENDERLOIN,ARREST/ BOOKED,MARKET ST / HYDE ST,-122.4147438,37.77871926,(37.778719262789/ -122.414743835382)
150833232,ASSAULT,BATTERY OF A POLICE OFFICER,Tuesday,9/22/2015,18:07,TENDERLOIN,ARREST/ BOOKED,MARKET ST / HYDE ST,-122.4147438,37.77871926,(37.778719262789/ -122.414743835382)
150833232,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Tuesday,9/22/2015,18:07,TENDERLOIN,ARREST/ BOOKED,MARKET ST / HYDE ST,-122.4147438,37.77871926,(37.778719262789/ -122.414743835382)
150834478,VANDALISM,MALICIOUS MISCHIEF/ VANDALISM,Tuesday,9/22/2015,18:00,PARK,NONE,1800 Block of PAGE ST,-122.451258,37.77046831,(37.770468310716/ -122.451257962254)
156235505,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,9/22/2015,18:00,TARAVAL,NONE,WAWONA ST / 23RD AV,-122.4795997,37.73726498,(37.7372649789507/ -122.479599685917)
150833113,OTHER OFFENSES,TRAFFIC VIOLATION,Tuesday,9/22/2015,18:00,MISSION,ARREST/ BOOKED,15TH ST / POTRERO AV,-122.4076859,37.7670824,(37.7670824029841/ -122.407685897302)
150834321,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Tuesday,9/22/2015,18:00,SOUTHERN,NONE,10TH ST / HOWARD ST,-122.4143706,37.77404184,(37.7740418385041/ -122.414370627495)
156235351,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Tuesday,9/22/2015,18:00,NORTHERN,NONE,700 Block of GOLDEN GATE AV,-122.4229356,37.78076856,(37.780768561095/ -122.422935627442)
150833884,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,9/22/2015,18:00,SOUTHERN,NONE,800 Block of BRYANT ST,-122.4034048,37.77542071,(37.775420706711/ -122.403404791479)
156234767,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,9/22/2015,18:00,SOUTHERN,NONE,400 Block of 10TH ST,-122.4105412,37.77091306,(37.7709130566165/ -122.410541166987)
150834644,BURGLARY,BURGLARY OF STORE/ FORCIBLE ENTRY,Tuesday,9/22/2015,18:00,PARK,NONE,900 Block of COLE ST,-122.4497938,37.76533298,(37.7653329767786/ -122.449793795131)
156235345,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Tuesday,9/22/2015,18:00,NORTHERN,NONE,FRANKLIN ST / MCALLISTER ST,-122.4218931,37.77989123,(37.779891233614/ -122.421893134467)
150833248,DRUG/NARCOTIC,TRANSPORTATION OF MARIJUANA,Tuesday,9/22/2015,17:54,INGLESIDE,NONE,0 Block of MIRABEL AV,-122.4164561,37.74641967,(37.7464196657942/ -122.416456065811)
150833248,WEAPON LAWS,SUSPICIOUS PACKAGE,Tuesday,9/22/2015,17:54,INGLESIDE,NONE,0 Block of MIRABEL AV,-122.4164561,37.74641967,(37.7464196657942/ -122.416456065811)
150833549,WARRANTS,WARRANT ARREST,Tuesday,9/22/2015,17:47,SOUTHERN,ARREST/ BOOKED,900 Block of MARKET ST,-122.4084211,37.78356994,(37.7835699386918/ -122.408421116922)
150833549,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Tuesday,9/22/2015,17:47,SOUTHERN,ARREST/ BOOKED,900 Block of MARKET ST,-122.4084211,37.78356994,(37.7835699386918/ -122.408421116922)
150833549,TRESPASS,TRESPASSING,Tuesday,9/22/2015,17:47,SOUTHERN,ARREST/ BOOKED,900 Block of MARKET ST,-122.4084211,37.78356994,(37.7835699386918/ -122.408421116922)
150833163,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Tuesday,9/22/2015,17:45,SOUTHERN,NONE,100 Block of 4TH ST,-122.4031614,37.78369095,(37.7836909533775/ -122.40316136589)
150833094,ASSAULT,BATTERY,Tuesday,9/22/2015,17:43,MISSION,NONE,14TH ST / HARRISON ST,-122.4133983,37.76867093,(37.7686709269248/ -122.413398253422)
150833044,NON-CRIMINAL,CIVIL SIDEWALKS/ WARNING,Tuesday,9/22/2015,17:38,MISSION,NONE,400 Block of CASTRO ST,-122.4351501,37.76175972,(37.7617597243598/ -122.435150099812)
150833000,NON-CRIMINAL,CIVIL SIDEWALKS/ WARNING,Tuesday,9/22/2015,17:38,MISSION,NONE,400 Block of CASTRO ST,-122.4351501,37.76175972,(37.7617597243598/ -122.435150099812)
150833038,NON-CRIMINAL,CIVIL SIDEWALKS/ WARNING,Tuesday,9/22/2015,17:38,MISSION,NONE,400 Block of CASTRO ST,-122.4351501,37.76175972,(37.7617597243598/ -122.435150099812)
150833129,WARRANTS,ENROUTE TO DEPARTMENT OF CORRECTIONS,Tuesday,9/22/2015,17:32,BAYVIEW,ARREST/ BOOKED,1500 Block of OAKDALE AV,-122.3894715,37.73403197,(37.7340319720999/ -122.389471535682)
150833129,WARRANTS,WARRANT ARREST,Tuesday,9/22/2015,17:32,BAYVIEW,ARREST/ BOOKED,1500 Block of OAKDALE AV,-122.3894715,37.73403197,(37.7340319720999/ -122.389471535682)
150833141,LARCENY/THEFT,GRAND THEFT PICKPOCKET,Tuesday,9/22/2015,17:30,CENTRAL,NONE,1100 Block of STOCKTON ST,-122.4084121,37.79626356,(37.7962635594474/ -122.408412097317)
150831775,ROBBERY,ROBBERY/ BODILY FORCE,Tuesday,9/22/2015,17:30,PARK,NONE,1500 Block of HAIGHT ST,-122.4477831,37.76995495,(37.7699549503465/ -122.447783070559)
150847700,LARCENY/THEFT,GRAND THEFT FROM PERSON,Tuesday,9/22/2015,17:30,SOUTHERN,NONE,TOWNSEND ST / 4TH ST,-122.3949859,37.77709095,(37.7770909534023/ -122.394985875925)
150848065,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Tuesday,9/22/2015,17:24,INGLESIDE,NONE,1900 Block of SUNNYDALE AV,-122.4171448,37.71215029,(37.7121502932531/ -122.417144802399)
150833204,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Tuesday,9/22/2015,17:24,SOUTHERN,ARREST/ BOOKED,800 Block of HOWARD ST,-122.4037933,37.78232359,(37.7823235897616/ -122.403793259489)
150807293,SEX OFFENSES/ FORCIBLE,CHILD ABUSE/ PORNOGRAPHY,Tuesday,9/22/2015,17:20,BAYVIEW,ARREST/ BOOKED,100 Block of MARLIN CT,-122.3723517,37.72719929,(37.7271992902821/ -122.37235173417)
150807293,NON-CRIMINAL,SEARCH WARRANT SERVICE,Tuesday,9/22/2015,17:20,BAYVIEW,ARREST/ BOOKED,100 Block of MARLIN CT,-122.3723517,37.72719929,(37.7271992902821/ -122.37235173417)
150832892,OTHER OFFENSES,TRAFFIC VIOLATION,Tuesday,9/22/2015,17:09,INGLESIDE,ARREST/ BOOKED,1800 Block of GENEVA AV,-122.4230948,37.70929447,(37.7092944721033/ -122.423094848252)
156235442,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Tuesday,9/22/2015,17:05,SOUTHERN,NONE,0 Block of GOUGH ST,-122.4216421,37.77287658,(37.7728765820585/ -122.421642137718)
156235470,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,9/22/2015,17:00,TARAVAL,NONE,1400 Block of 16TH AV,-122.4737854,37.76088733,(37.7608873343042/ -122.473785417803)
150833505,LARCENY/THEFT,ATTEMPTED THEFT FROM LOCKED VEHICLE,Tuesday,9/22/2015,17:00,TARAVAL,NONE,1700 Block of 41ST AV,-122.5001768,37.75410615,(37.7541061509425/ -122.500176772476)
150833345,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Tuesday,9/22/2015,17:00,MISSION,NONE,17TH ST / VALENCIA ST,-122.4217338,37.76329969,(37.7632996945938/ -122.421733767763)
150833345,NON-CRIMINAL,LICENSE PLATE/ RECOVERED,Tuesday,9/22/2015,17:00,MISSION,NONE,17TH ST / VALENCIA ST,-122.4217338,37.76329969,(37.7632996945938/ -122.421733767763)
150832999,NON-CRIMINAL,CIVIL SIDEWALKS/ CITATION,Tuesday,9/22/2015,16:58,CENTRAL,ARREST/ BOOKED,0 Block of JEFFERSON ST,-122.4133706,37.80857527,(37.8085752673964/ -122.41337058114)
150832820,OTHER OFFENSES,DRIVERS LICENSE/ SUSPENDED OR REVOKED,Tuesday,9/22/2015,16:52,SOUTHERN,ARREST/ CITED,BRYANT ST / 8TH ST,-122.406971,37.77252736,(37.7725273607571/ -122.406970988225)
156238349,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Tuesday,9/22/2015,16:50,NORTHERN,NONE,LARKIN ST / GROVE ST,-122.4165835,37.77865915,(37.7786591541508/ -122.416583456133)
150833022,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Tuesday,9/22/2015,16:45,SOUTHERN,NONE,ALAMEDA ST / VERMONT ST,-122.4048787,37.76853147,(37.7685314732448/ -122.404878690799)
150832864,NON-CRIMINAL,AIDED CASE/ MENTAL DISTURBED,Tuesday,9/22/2015,16:44,SOUTHERN,NONE,7TH ST / STEVENSON ST,-122.4119356,37.78000644,(37.7800064420298/ -122.411935615745)
150832808,OTHER OFFENSES,DRIVERS LICENSE/ SUSPENDED OR REVOKED,Tuesday,9/22/2015,16:44,BAYVIEW,ARREST/ BOOKED,INDUSTRIAL ST / LOOMIS ST,-122.405647,37.73832219,(37.7383221869053/ -122.405646994567)
150832983,OTHER OFFENSES,VIOLATION OF CIVIL GANG INJUNCTION,Tuesday,9/22/2015,16:33,INGLESIDE,ARREST/ BOOKED,1700 Block of SUNNYDALE AV,-122.4171448,37.71215029,(37.7121502932531/ -122.417144802399)
150832983,OTHER OFFENSES,RESISTING ARREST,Tuesday,9/22/2015,16:33,INGLESIDE,ARREST/ BOOKED,1700 Block of SUNNYDALE AV,-122.4171448,37.71215029,(37.7121502932531/ -122.417144802399)
150832983,OTHER OFFENSES,TRAFFIC VIOLATION,Tuesday,9/22/2015,16:33,INGLESIDE,ARREST/ BOOKED,1700 Block of SUNNYDALE AV,-122.4171448,37.71215029,(37.7121502932531/ -122.417144802399)
150833107,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Tuesday,9/22/2015,16:32,SOUTHERN,ARREST/ BOOKED,800 Block of MARKET ST,-122.4076335,37.78418935,(37.7841893501425/ -122.407633520742)
150833492,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,9/22/2015,16:30,NORTHERN,NONE,3600 Block of LYON ST,-122.4482784,37.80427189,(37.804271887891/ -122.44827840533)
150833442,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Tuesday,9/22/2015,16:30,SOUTHERN,NONE,0 Block of THE EMBARCADEROSOUTH ST,-122.3879146,37.78336317,(37.7833631726076/ -122.38791460114)
150834547,BURGLARY,BURGLARY/RESIDENCE UNDER CONSTRT/ FORCIBLE ENTRY,Tuesday,9/22/2015,16:30,NORTHERN,NONE,2300 Block of CALIFORNIA ST,-122.4326123,37.78900675,(37.789006748586/ -122.432612297125)
156235395,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Tuesday,9/22/2015,16:30,NORTHERN,NONE,LILY ST / OCTAVIA ST,-122.4241443,37.77434145,(37.7743414500734/ -122.424144299156)
150833442,FRAUD,CREDIT CARD/ THEFT BY USE OF,Tuesday,9/22/2015,16:30,SOUTHERN,NONE,0 Block of THE EMBARCADEROSOUTH ST,-122.3879146,37.78336317,(37.7833631726076/ -122.38791460114)
150833527,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Tuesday,9/22/2015,16:26,CENTRAL,NONE,600 Block of DAVIS ST,-122.3984478,37.79800372,(37.7980037233355/ -122.398447802857)
150832955,FRAUD,CREDIT CARD/ THEFT BY USE OF,Tuesday,9/22/2015,16:21,NORTHERN,NONE,2400 Block of CLAY ST,-122.4331772,37.79089708,(37.790897082336/ -122.433177215492)
150832955,BURGLARY,BURGLARY/STORE UNDER CONSTRUCTION/ UNLAWFUL ENTRY,Tuesday,9/22/2015,16:21,NORTHERN,NONE,2400 Block of CLAY ST,-122.4331772,37.79089708,(37.790897082336/ -122.433177215492)
150832949,VANDALISM,MALICIOUS MISCHIEF/ BREAKING WINDOWS,Tuesday,9/22/2015,16:20,PARK,NONE,1100 Block of SCOTT ST,-122.4372361,37.78033487,(37.7803348745141/ -122.437236101904)
150837717,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Tuesday,9/22/2015,16:00,MISSION,NONE,1200 Block of NOE ST,-122.4317472,37.7494248,(37.7494248005842/ -122.43174723)
150837717,OTHER OFFENSES,INCIDENT ON SCHOOL GROUNDS,Tuesday,9/22/2015,16:00,MISSION,NONE,1200 Block of NOE ST,-122.4317472,37.7494248,(37.7494248005842/ -122.43174723)
150832773,OTHER OFFENSES,PROBATION VIOLATION,Tuesday,9/22/2015,15:45,TENDERLOIN,ARREST/ BOOKED,MASON ST / OFARRELL ST,-122.4096862,37.78620421,(37.7862042105295/ -122.409686191837)
150832773,OTHER OFFENSES,RESISTING ARREST,Tuesday,9/22/2015,15:45,TENDERLOIN,ARREST/ BOOKED,MASON ST / OFARRELL ST,-122.4096862,37.78620421,(37.7862042105295/ -122.409686191837)
150832773,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Tuesday,9/22/2015,15:45,TENDERLOIN,ARREST/ BOOKED,MASON ST / OFARRELL ST,-122.4096862,37.78620421,(37.7862042105295/ -122.409686191837)
150832701,NON-CRIMINAL,AIDED CASE/ DOG BITE,Tuesday,9/22/2015,15:40,TENDERLOIN,ARREST/ BOOKED,STEVELOE PL / JONES ST,-122.4128832,37.78535304,(37.7853530358936/ -122.412883177933)
150832717,OTHER OFFENSES,DRIVERS LICENSE/ SUSPENDED OR REVOKED,Tuesday,9/22/2015,15:33,MISSION,NONE,24TH ST / BRYANT ST,-122.4091319,37.752797,(37.7527969985584/ -122.409131939489)
150832717,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Tuesday,9/22/2015,15:33,MISSION,NONE,24TH ST / BRYANT ST,-122.4091319,37.752797,(37.7527969985584/ -122.409131939489)
150832717,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Tuesday,9/22/2015,15:33,MISSION,NONE,24TH ST / BRYANT ST,-122.4091319,37.752797,(37.7527969985584/ -122.409131939489)
150841075,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Tuesday,9/22/2015,15:30,BAYVIEW,NONE,2300 Block of CESAR CHAVEZ ST,-122.3996796,37.74948523,(37.7494852273741/ -122.399679574042)
150832927,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Tuesday,9/22/2015,15:30,RICHMOND,NONE,500 Block of JOHNFKENNEDY DR,-122.4662047,37.77254054,(37.7725405391593/ -122.466204667893)
150854818,DRUG/NARCOTIC,SALE OF BASE/ROCK COCAINE,Tuesday,9/22/2015,15:30,NORTHERN,NONE,800 Block of LARKIN ST,-122.4178854,37.78543785,(37.7854378471968/ -122.417885441042)
150832676,ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,Tuesday,9/22/2015,15:20,SOUTHERN,NONE,800 Block of BRYANT ST,-122.4034048,37.77542071,(37.775420706711/ -122.403404791479)
150832676,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Tuesday,9/22/2015,15:20,SOUTHERN,NONE,800 Block of BRYANT ST,-122.4034048,37.77542071,(37.775420706711/ -122.403404791479)
150832604,FRAUD,DEFRAUDING AN INNKEEPER,Tuesday,9/22/2015,15:11,TENDERLOIN,ARREST/ BOOKED,300 Block of OFARRELL ST,-122.4105093,37.78604322,(37.7860432222992/ -122.410509258795)
150832604,FRAUD,ACCESS CARD INFORMATION/ THEFT OF,Tuesday,9/22/2015,15:11,TENDERLOIN,ARREST/ BOOKED,300 Block of OFARRELL ST,-122.4105093,37.78604322,(37.7860432222992/ -122.410509258795)
150832604,OTHER OFFENSES,FALSE PERSONATION AND CHEAT CRIMES (GENERAL),Tuesday,9/22/2015,15:11,TENDERLOIN,ARREST/ BOOKED,300 Block of OFARRELL ST,-122.4105093,37.78604322,(37.7860432222992/ -122.410509258795)
150832488,ASSAULT,BATTERY,Tuesday,9/22/2015,15:05,NORTHERN,NONE,MARKET ST / 9TH ST,-122.4162938,37.77749368,(37.777493677735/ -122.416293820935)
150833016,NON-CRIMINAL,AIDED CASE/ MENTAL DISTURBED,Tuesday,9/22/2015,15:01,TARAVAL,NONE,1200 Block of 19TH AV,-122.4771112,37.76449029,(37.7644902928075/ -122.477111187189)
150832513,OTHER OFFENSES,PROBATION VIOLATION,Tuesday,9/22/2015,15:00,INGLESIDE,ARREST/ BOOKED,500 Block of ALEMANY BL,-122.4213053,37.73216388,(37.7321638759455/ -122.421305348396)
150832513,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Tuesday,9/22/2015,15:00,INGLESIDE,ARREST/ BOOKED,500 Block of ALEMANY BL,-122.4213053,37.73216388,(37.7321638759455/ -122.421305348396)
150832513,WARRANTS,WARRANT ARREST,Tuesday,9/22/2015,15:00,INGLESIDE,ARREST/ BOOKED,500 Block of ALEMANY BL,-122.4213053,37.73216388,(37.7321638759455/ -122.421305348396)
150836838,MISSING PERSON,MISSING JUVENILE,Tuesday,9/22/2015,15:00,RICHMOND,NONE,2200 Block of BALBOA ST,-122.4828606,37.77632014,(37.7763201416008/ -122.482860593501)
150844568,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Tuesday,9/22/2015,15:00,TARAVAL,NONE,2600 Block of 31ST AV,-122.4882791,37.73818902,(37.7381890249228/ -122.488279119344)
150836838,MISSING PERSON,FOUND PERSON,Tuesday,9/22/2015,15:00,RICHMOND,NONE,2200 Block of BALBOA ST,-122.4828606,37.77632014,(37.7763201416008/ -122.482860593501)
150832513,OTHER OFFENSES,VIOLATION OF RESTRAINING ORDER,Tuesday,9/22/2015,15:00,INGLESIDE,ARREST/ BOOKED,500 Block of ALEMANY BL,-122.4213053,37.73216388,(37.7321638759455/ -122.421305348396)
150836838,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Tuesday,9/22/2015,15:00,RICHMOND,NONE,2200 Block of BALBOA ST,-122.4828606,37.77632014,(37.7763201416008/ -122.482860593501)
150832557,OTHER OFFENSES,TRAFFIC VIOLATION,Tuesday,9/22/2015,15:00,TARAVAL,JUVENILE BOOKED,100 Block of PACHECO ST,-122.461467,37.7457162,(37.7457162021494/ -122.461467012609)
150832557,SECONDARY CODES,JUVENILE INVOLVED,Tuesday,9/22/2015,15:00,TARAVAL,JUVENILE BOOKED,100 Block of PACHECO ST,-122.461467,37.7457162,(37.7457162021494/ -122.461467012609)
150832513,ASSAULT,THREATS AGAINST LIFE,Tuesday,9/22/2015,15:00,INGLESIDE,ARREST/ BOOKED,500 Block of ALEMANY BL,-122.4213053,37.73216388,(37.7321638759455/ -122.421305348396)
150832682,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Tuesday,9/22/2015,14:46,SOUTHERN,ARREST/ BOOKED,900 Block of MARKET ST,-122.4084211,37.78356994,(37.7835699386918/ -122.408421116922)
150832416,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Tuesday,9/22/2015,14:45,MISSION,NONE,HARRISON ST / 13TH ST,-122.4133885,37.76950065,(37.7695006538677/ -122.413388483267)
150832422,VANDALISM,MALICIOUS MISCHIEF/ VANDALISM OF VEHICLES,Tuesday,9/22/2015,14:40,MISSION,NONE,300 Block of CHURCH ST,-122.4286717,37.76530738,(37.7653073801622/ -122.428671666207)
150832660,VANDALISM,MALICIOUS MISCHIEF/ VANDALISM,Tuesday,9/22/2015,14:40,SOUTHERN,NONE,500 Block of MINNA ST,-122.4086735,37.78005744,(37.7800574377607/ -122.408673540372)
150832626,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Tuesday,9/22/2015,14:35,CENTRAL,ARREST/ BOOKED,100 Block of JACKSON ST,-122.3989195,37.79695357,(37.796953574467/ -122.398919477596)
150834456,BURGLARY,BURGLARY/BLDG. UNDER CONSTRUCTION/ UNLAWFUL ENTRY,Tuesday,9/22/2015,14:30,SOUTHERN,NONE,1400 Block of MISSION ST,-122.4164688,37.7747507,(37.774750702851/ -122.416468768127)
150833088,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Tuesday,9/22/2015,14:30,RICHMOND,NONE,POST ST / SCOTT ST,-122.4380209,37.78453047,(37.7845304743365/ -122.438020927319)
150832654,ASSAULT,THREATS AGAINST LIFE,Tuesday,9/22/2015,14:30,TENDERLOIN,NONE,100 Block of EDDY ST,-122.4101571,37.78429738,(37.7842973843312/ -122.410157073911)
